smiles,status
COc1cc(cc(c1OC)OC)c1oncc1c1ccc(c(c1)[N+](=O)[O-])OC,1
COc1cc(cc(c1OC)OC)C1=C(C(=O)C1=O)c1ccc(c(c1)O)OC,1
CC(=O)OC[C@@H](NC(=O)[C@H](C(C)C)NC(=O)OCC1c2ccccc2-c2c1cccc2)Cc1ccccc1,1
CC(=O)OC[C@@H](NC(=O)[C@H](Cc1ccc(cc1)O)NC(=O)OCC1c2ccccc2-c2c1cccc2)Cc1ccccc1,1
CO[C@H]1C[C@H](CC[C@@H]([C@@H]([C@@H]([C@H]2OC(=O)/C=C/C(=C/C[C@H](O)C[C@@H]3C=CC[C@H](O3)C[C@H](OC)[C@@H](C)[C@@H](O)C[C@@H](O)[C@H](C)[C@H](OC(=O)/C=C/C(=C)[C@@H](C[C@@H](C[C@H]3O[C@H](C[C@@H]([C@H]([C@H](C[C@H]([C@@H]2C)O)O)C)OC)CC=C3)O)O)[C@H]([C@H]([C@H](CC[C@H]2C[C@H](OC)C[C@@H](O2)C)C)O)C)/C)C)O)C)O[C@H](C1)C,1
COc1cccc(c1)c1ccc2c(n1)sc(c2N)C(=O)N,1
COc1cc(OC)cc(c1)N1CCN(CC1)C(=O)Nc1nc2cccc(c2nc1OC)OC,1
COc1nc2ccc(cc2nc1NC(=O)N1CCN(CC1)c1cc(OC)cc(c1)OC)F,1
COc1ccc(cc1)c1ccc2c(n1)sc(c2N)C(=O)N,1
COCC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]1CC[C@H]3[C@@]([C@]1(C)CC2)(C)CC[C@@H]1[C@]3(C)CC[C@@H](C1(C)C)OC(=O)n1cncc1)COC(=O)n1cncc1,1
CCCCOC(=O)Nc1ccc(cc1)COC(=O)N1CO[C@H]2[C@@H]1C[C@@H](O[C@H]2C)O[C@H]1C[C@@](O)(Cc2c1c(O)c1c(c2O)C(=O)c2c(C1=O)c(OC)ccc2)C(=O)CO,1
CCCCn1ccc2c1ccc1c2c(=O)cc([nH]1)c1ccccc1,1
CO[C@H]1C[C@@H]2CC=C[C@H](O2)C[C@@H](O)C/C=C(\C)/C=C/C(=O)O[C@H]([C@H]([C@H]([C@H](CC[C@H]2C[C@H](OC)C[C@@H](O2)C)C)O)C)[C@@H](C)[C@H](O)C[C@H](O)[C@H](C)[C@H](C[C@H]2O[C@H](C[C@H](C/C=C(/C=C/C(=O)O[C@@H]([C@H]([C@@H](C[C@@H]([C@@H]1C)O)O)C)[C@H]([C@H]([C@H](CC[C@H]1C[C@H](OC)C[C@@H](O1)C)C)O)C)\C)O)C=CC2)OC,1
COc1cc(cc(c1OC)OC)c1ncoc1c1ccc(c2c1n(cn2)C(=O)OC)OC,1
O=c1cc([nH]c2c1c1ccn(c1cc2)CC1CC1)c1ccccc1,1
CC(=O)OC[C@H](NC(=O)[C@H](C(C)C)NC(=O)OCC1c2ccccc2-c2c1cccc2)Cc1ccccc1,1
COc1nc2ccc(cc2nc1NC(=O)N1CCN(CC1)c1cc(C)cc(c1)C)F,1
COC1=C(C)C(=O)C2=C(C1=O)[C@@H](COC(=O)N)[C@@]1(N2C[C@H]2[C@@H]1N2)OC,1
CC(C[C@@H](B(O)O)NC(=O)[C@@H](NC(=O)c1cnccn1)Cc1ccccc1)C,1
CO[C@H]1C[C@H](CC[C@@H]([C@@H]([C@@H]([C@H]2OC(=O)/C=C/C(=C/C[C@H](O)C[C@@H]3C=CC[C@@H](O3)C[C@H](OC)[C@@H](C)[C@@H](O)C[C@@H](O)[C@H](C)[C@H](OC(=O)/C=C/C(=C/C[C@@H](C[C@H]3O[C@@H](C[C@@H](C[C@H](C[C@H]([C@@H]2C)O)O)OC)CCC3)O)/C)[C@H]([C@H]([C@H](CC[C@H]2C[C@H](OC)C[C@@H](O2)C)C)O)C)/C)C)O)C)O[C@H](C1)C,1
COc1cc(cc(c1OC)OC)c1ncoc1c1ccc(c2c1ncn2C(=O)OC)OC,1
C[C@@H]1O[C@@H](OC([C@@H]2CC[C@@]3([C@@H](C2)[C@](C)(O)CCC3)C)(C)C)[C@@H]([C@@H]([C@H]1O)O)O,1
O=C[C@@H]([C@@H]1CC[C@]2([C@H]1[C@H]1CC[C@H]3[C@@]([C@]1(C)CC2)(C)CC[C@@H]1[C@]3(C)CC[C@@H](C1(C)C)OC(=O)n1cncc1)COC(=O)n1cncc1)C,1
COc1cc(cc(c1OC)OC)[C@@H]1[C@@H]2C(=O)OC[C@H]2[C@@H](c2c1cc1OCOc1c2)OC(=O)CCC(=O)NCc1ccc(cc1)NS(=O)(=O)c1cccc2c1cccc2N(C)C,1
COc1cc(/C=C\c2ccc(c(c2)N)OC)cc(c1OC)OC,1
COc1cc(cc(c1OC)OC)c1ncoc1c1ccc(c2c1ncn2C)OC,1
CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4ccc5c(c4cc3Cn1c2=O)CN(CO5)c1ccccc1,1
CCCCCn1ccc2c1ccc1c2c(=O)cc([nH]1)c1ccccc1,1
CO[C@H]1C[C@H](CC[C@@H]([C@@H]([C@@H]([C@H]2OC(=O)/C=C/C(=C/C[C@H](O)C[C@@H]3C=CC[C@H](O3)C[C@H](OC)[C@@H](C)[C@@H](O)C[C@@H](O)[C@H](C)[C@H](OC(=O)/C=C/C(=C/C[C@@H](C[C@H]3O[C@H](C[C@@H]([C@H]([C@H](C[C@H]([C@@H]2C)O)O)C)O)CC=C3)O)/C)[C@H]([C@H]([C@H](CC[C@H]2C[C@H](OC)C[C@@H](O2)C)C)O)C)/C)C)O)C)O[C@H](C1)C,1
COC(=O)/C=C/c1ccc2c(c1)C(=O)C(=O)N2Cc1ccc(cc1)OC,1
CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4ccc(cc4cc3Cn1c2=O)OCc1ccc(c(c1)[N+](=O)[O-])O[C@@H]1O[C@H](C(=O)O)[C@H]([C@@H]([C@H]1O)O)O,1
COc1nc2c(C)cccc2nc1NC(=O)N1CCN(CC1)c1cc(OC)cc(c1)OC,1
COc1cc(cc(c1OC)OC)c1cnoc1c1ccc(c(c1)O)OC,1
COc1cc(cc(c1OC)OC)n1c(=O)cccc1c1cccc(c1)O,1
CO[C@H]1C[C@H](CC[C@@H]([C@@H]([C@@H]([C@H]2OC(=O)/C=C/C(=C/C[C@H](O)C[C@@H]3CCC[C@@H](O3)C[C@H](OC)[C@@H](C)[C@@H](O)C[C@@H](O)[C@H](C)[C@H](O)[C@H]([C@@H](OC(=O)/C=C/C(=C/C[C@@H](C[C@H]3O[C@@H](C[C@@H]([C@H]([C@H](C[C@H]([C@@H]2C)O)O)C)OC)CC=C3)O)/C)[C@H](CC[C@H]2C[C@H](OC)C[C@@H](O2)C)C)C)/C)C)O)C)O[C@H](C1)C,1
CCCCCCCCCCCC(CCC[C@@H]([C@H]1CC[C@@H](O1)[C@H]1CC[C@@H](O1)[C@@H](CCCCCCCC1=C[C@@H](OC1=O)C)O)O)O,1
O=C[C@]12C[C@H]3O[C@@]4(O)[C@H](O)C[C@H](O[C@H]4O[C@@H]3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2([C@]1(O)CC[C@@H]2C1=CC(=O)OC1)C)C,1
CCCn1ccc2c1ccc1c2c(=O)cc([nH]1)c1ccccc1,1
COC(=O)/C=C/c1ccc2c(c1)C(=O)C(=O)N2Cc1ccc(cc1)Br,1
COC(=O)/C=C/c1ccc2c(c1)C(=O)C(=O)N2Cc1ccc(cc1)C,1
COC(=O)/C=C/c1ccc2c(c1)C(=O)C(=O)N2Cc1ccc(cc1)Cl,1
COC(=O)/C=C/c1ccc2c(c1)C(=O)C(=O)N2Cc1ccc(cc1)F,1
COC(=O)/C=C/c1ccc2c(c1)C(=O)C(=O)N2Cc1ccccc1,1
N#Cc1ccc2c(c1)nc1-c(o2)cc(=O)c2c1cccn2,1
N#C/N=C\1/N(c2ccncc2)C(C(=O)N1CCCCCCOc1ccc(cc1)Cl)c1ccccc1,1
COc1cc2c(cn(c2c(c1OC)OC)C)C(=O)c1ccc(c(c1)O)OC,1
O=C1O[C@@H](C[C@@H]2O[C@]2(C)CCC[C@@H]([C@@H]([C@H](C(=O)C([C@H](C1)O)(C)C)C)O)C)/C(=C/c1csc(n1)C)/C,1
COc1nc2ccc(cc2nc1NC(=O)N1CCN(CC1)c1cc(OC)cc(c1)OC)C,1
COc1cc2c(Cc3ccc(c(c3)O)OC)cn(c2c(c1OC)OC)C,1
Cc1ccc2c(c1)oc1-c(n2)c2cccnc2c(=O)c1,1
CCn1ccc2c1ccc1c2c(=O)cc([nH]1)c1ccccc1,1
CCN1COc2c(C1)c1cc3Cn4c(-c3nc1cc2)cc1c(c4=O)COC(=O)[C@]1(O)CC,1
COC(=O)/C=C/c1ccc2c(c1)C(=O)C(=O)N2Cc1ccc(cc1)C#N,1
O=c1cc2-c(c3c1nccc3)nc1c(o2)cccc1,1
CCCCCOC(=O)Nc1ccc(cc1)COC(=O)N1CO[C@H]2[C@@H]1C[C@H](O[C@H]2C)O[C@H]1C[C@@](O)(Cc2c1c(O)c1c(c2O)C(=O)c2c(C1=O)c(OC)ccc2)C(=O)CO,1
CCCCCOC(=O)Nc1ccc(cc1)COC(=O)N1CO[C@H]2[C@@H]1C[C@@H](O[C@H]2C)O[C@H]1C[C@@](O)(Cc2c1c(O)c1c(c2O)C(=O)c2c(C1=O)c(OC)ccc2)C(=O)CO,1
CCCCCCCCCC[C@H]([C@@H]1CC[C@H](O1)[C@@H]1CC[C@H](O1)[C@@H](CCCCCCCCCC(CC1=CC(OC1=O)C)O)O)O,1
