smiles,status
c1ccc(cc1)OC[C@@H]1CC[C@@H]2N(C1)CCN(C2)c1ncccn1,1
Fc1ccc(cc1)OC[C@@H]1CC[C@@H]2N(C1)CCN(C2)c1ncccn1,1
Fc1ccc(cc1)OC[C@@H]1CC[C@@H]2N(C1)CCN(C2)c1ncc(cn1)F,1
Cc1ccc(c(c1)C)N1CCN(CC1)C[C@@H]1C[C@H]1c1ccccc1,1
Clc1ccc(c(c1)Cl)N1CCN(CC1)C[C@H]1C[C@@H]1c1ccccc1,1
COc1cc2c(cc1OCCN1CCSCC1)ncnc2N1CCN(CC1)C(=O)Nc1ccc(cc1)C#N,1
COc1cc2c(cc1OCCCN1CCCC(C1)(F)F)ncnc2N1CCN(CC1)C(=O)Nc1ccc(cc1)OC(C)C,1
COc1cc2c(cc1OCCN1CCC(=O)CC1)ncnc2N1CCN(CC1)C(=O)Nc1ccc(cc1)C#N,1
COc1cc2c(cc1OCCCN1CCC(CC1)(F)F)ncnc2N1CCN(CC1)C(=O)Nc1ccc(cc1)C#N,1
COCCOc1cc2c(cc1OCCOC)ncnc2N1CCN(CC1)C(=O)Nc1ccc(cc1)Oc1ccccc1,1
COCCOc1cc2c(cc1OCCN1CCCCC1)ncnc2N1CCN(CC1)C(=O)Nc1ccc(cc1)C#N,1
COCCOc1cc2c(cc1OCCOC)ncnc2N1CCN(CC1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)C(C)(C)C,1
COc1cc2c(cc1OCCCN1CCC(CC1)(F)F)ncnc2N1CCN(CC1)C(=O)Nc1ccc(cc1)OC(C)C,1
COCCOc1cc2c(cc1OCCOC)ncnc2N1CCN(CC1)C(=O)Nc1ccc(cc1)Oc1cccc2c1CCN2,1
COCCOc1cc2c(cc1OCCOC)ncnc2N1CCN(CC1)C(=O)Nc1ccc(cc1)C(C)(C)C,1
COCCOc1cc2c(cc1OCCOC)ncnc2N1CCN(CC1)C(=O)Nc1ccc(cc1)Oc1cccc2c1cc[nH]2,1
COCCOc1cc2c(cc1OCCOC)ncnc2N1CCN(CC1)C(=O)Nc1ccc(cc1)Oc1cccc2c1cccn2,1
COCCOc1cc2c(cc1OCCOC)ncnc2N1CCN(CC1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)C,1
COc1cc2c(cc1OCCCN1CCOCC1)ncnc2N1CCN(CC1)C(=O)Nc1ccc(cc1)C#N,1
COCCOc1cc2c(cc1OCCOC)ncnc2N1CCN(CC1)C(=O)Nc1ccc(cc1)Oc1cccc2c1ccnc2,1
COc1cc2c(cc1OCCn1nncc1)ncnc2N1CCN(CC1)C(=O)Nc1ccc(cc1)C#N,1
COCCOc1cc2c(cc1OCCOC)ncnc2N1CCN(CC1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)Br,1
COCCOc1cc2c(cc1OCCOC)ncnc2N1CCN(CC1)C(=O)Nc1ccc(cc1)Oc1ccc2c(c1)cccc2,1
COCCOc1cc2ncnc(c2cc1OC)N1CCN(CC1)C(=O)Nc1ccc(cc1)Oc1ccc2c(c1)cc[nH]2,1
COc1cc2c(cc1OCCCN1CCOCC1)ncnc2N1CCN(CC1)C(=O)Nc1ccc(cc1)OC(C)C,1
COc1cc2c(cc1OCCCN1CCCCC1C)ncnc2N1CCN(CC1)C(=O)Nc1ccc(cc1)C#N,1
Nc1sc(c(c1C(=O)c1cccc(c1)C(F)(F)F)C)C,1
Nc1sc2c(c1C(=O)c1ccc(cc1)c1ccccc1)CCCC2,1
Nc1sc2c(c1C(=O)c1ccc3c(c1)cccc3)CCCC2,1
COc1ccc2c(c1)COC(=O)N2C1CCN(CC1)CC(=O)Nc1ccc2c(-c3ccccc3C2=O)c1,1
O=C(Nc1ccc2c(-c3ccccc3C2O)c1)CN1CCC(CC1)N1C(=O)OCc2c1cc(F)cc2,1
O=C(Nc1ccc2c(c1)cccn2)CN1CCC(CC1)N1C(=O)OCc2c1ccc(c2)F,1
