smiles,status
CCCCCC(=O)N[C@H]([C@H](C(=O)O[C@@H]1C(=C2[C@@H](OC(=O)C3CC3)C(=O)[C@@]3([C@H]([C@@H]([C@]4([C@H]1OC(=O)O4)C2(C)C)OC(=O)c1ccccc1)[C@@]1(CO[C@@H]1C[C@@H]3O)OC(=O)C)C)C)O)C=C(C)C,1
CO[C@@H]([C@]12O[C@@H]3[C@H](O1)c1ccc4c(c1O[C@@]3([C@]12CO1)OC)c(O)c1c(c4OC)[C@H](O[C@@H]2O[C@@H](C)[C@H]([C@](C2)(C)O)OC(=O)C)C[C@@H](C1=O)O)O[C@@H]1O[C@@H](C)[C@H]([C@](C1)(C)O)O[C@H]1C[C@@](C)(O)[C@@H]([C@@H](O1)C)O,1
CCCCCC(=O)N[C@H]([C@H](C(=O)O[C@@H]1C(=C2[C@@H](O)C(=O)[C@@]3([C@H]([C@@H]([C@]4([C@H]1OC(=O)O4)C2(C)C)OC(=O)c1ccccc1)[C@@]1(CO[C@@H]1C[C@@H]3O)OC(=O)C)C)C)O)Cc1ccccc1,1
C/C=C/[C@@H]([C@H](C(=O)O[C@@H]1C(=C2[C@@H](O)C(=O)[C@@]3([C@H]([C@@H]([C@]4([C@H]1OC(=O)O4)C2(C)C)OC(=O)c1ccccc1)[C@@]1(CO[C@@H]1C[C@@H]3O)OC(=O)C)C)C)O)NC(=O)OC(C)(C)C,1
CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@@H](O)C[C@@H]3[C@]([C@H]2[C@@H]([C@@]24C(C1=C(C)[C@@H](OC(=O)[C@@H]([C@H](c1ccco1)NC(=O)OC(C)(C)C)O)[C@@H]2OC(=O)O4)(C)C)OC(=O)c1ccccc1)(CO3)OC(=O)C,1
CCC[C@@H]([C@H](C(=O)O[C@@H]1C(=C2[C@@H](O)C(=O)[C@@]3([C@H]([C@@H]([C@]4([C@H]1OC(=O)O4)C2(C)C)OC(=O)c1ccccc1)[C@@]1(CO[C@@H]1C[C@@H]3O)OC(=O)C)C)C)O)NC(=O)OC(C)(C)C,1
COc1cc2N(C)[C@@H]3[C@@]4(c2cc1[C@@]1(C[C@@H]2CN(CCc5c1[nH]c1c5cccc1)C[C@@](C2)(O)CC)C(=O)OC)CCN1[C@@H]4[C@@]([C@H]([C@]3(O)C(=O)OC)OC(=O)C)(CC)C=CC1,1
COc1ccc(cc1)C[C@H]1C(=O)N[C@H](C)C(=O)N(C)[C@H]2C(=O)N(C)[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1C)C)C)Cc1ccc(c(c1)Oc1ccc([C@@H]2O)cc1)O,1
COc1ccc(cc1)C[C@H]1C(=O)N[C@H](C)C(=O)N(C)[C@@H]2Cc3ccc(cc3)Oc3cc(C[C@@H](N(C2=O)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1C)C)C)ccc3O,1
CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@@H](O)C[C@@H]3[C@@]([C@@H]2[C@@H]([C@]2(C(C1=C(C)[C@@H](OC(=O)[C@@H]([C@H](c1ccccc1)NC(=O)c1ccccc1)O)C2)(C)C)O)OC(=O)c1ccccc1)(CO3)OC(=O)C,1
O=C1OCC(=C1)[C@H]1CC[C@]2([C@]1(C)[C@H](O)C[C@@H]1[C@H]2CC[C@@H]2[C@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O)O,1
OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOc1ccc(cc1)C(CC(C)(C)C)(C)C,1
CCC1=C[C@@H]2CN(C1)Cc1c3ccccc3[nH]c1[C@](C2)(C(=O)OC)c1cc2c(cc1OC)N([C@@H]1C32CCN2[C@@H]3[C@@](CC)(C=CC2)[C@H]([C@]1(O)C(=O)OC)OC(=O)C)C,1
COc1cc2N(C)[C@@H]3[C@@]4(c2cc1[C@@]1(C[C@@H]2CN(CCc5c1[nH]c1c5cccc1)C[C@@](C2)(O)CC)C(=O)OC)CCN1[C@@H]4[C@@]([C@H]([C@]3(O)C(=O)N)O)(CC)C=CC1,1
CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@@H](O)[C@H](O)[C@@H]3[C@@]([C@@H]2[C@@H]([C@]2(C(C1=C(C)[C@@H](OC(=O)[C@@H]([C@H](c1ccccc1)NC(=O)c1ccccc1)O)C2)(C)C)O)OC(=O)c1ccccc1)(CO3)OC(=O)C,1
O=C(CN(Cc1cc2c(cc1OC(=O)C)Oc1c(C32OC(=O)c2c3cccc2)cc(c(c1)OC(=O)C)CN(CC(=O)OCOC(=O)C)CC(=O)OCOC(=O)C)CC(=O)OCOC(=O)C)OCOC(=O)C,1
NC[C@H](C[C@H]1O[C@@H]2[C@@H]([C@H]1OC)CC(=O)C[C@H]1CC[C@H]3[C@H](O1)[C@@H]1O[C@]4(CC[C@@H]5O[C@@H](CC[C@@H]6O[C@H](C2)C(=C)[C@@H](C6)C)C(=C)C5)O[C@@H]2[C@H](O3)[C@H]1O[C@@H]2C4)O,1
COC(=O)[C@@H]1c2cc3c(c(c2[C@H](C[C@]1(C)O)O[C@@H]1O[C@@H](C)[C@@H]([C@@]([C@H]1OC)(C)OC)OC)O)C(=O)c1c(C3=O)c2O[C@H]3O[C@](c2cc1O)(C)[C@@H]([C@H]([C@@H]3O)N(C)C)O,1
CC(=O)O[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@H]([C@@H]([C@H]2O)OC(=O)C)O)[C@H](OC(=O)[C@H]2CC[C@@H]3[C@@H](C2)O[C@@]2([C@]43CO4)OC[C@H]([C@H](C2)OC(=O)/C=C/c2ccccc2)C)O[C@@H]([C@H]1O)C,1
CC(=O)OCOC(=O)CN(c1ccc(cc1OCCOc1cc(C)ccc1N(CC(=O)OCOC(=O)C)CC(=O)OCOC(=O)C)c1c2-c(cc(=O)c(c2)Cl)oc2c1cc(Cl)c(c2)OCOC(=O)C)CC(=O)OCOC(=O)C,1
O=C1OCC(=C1)[C@H]1CC[C@]2([C@]1(C)CC[C@H]1[C@H]2CC[C@@H]2[C@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O)O,1
CC[C@@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@@H](NC(=O)[C@H]2N(C(=O)[C@@H](N(C(=O)[C@H]3N(C1=O)CCC3)C)Cc1ccc(cc1)N(C)C)CCC(=O)C2)c1ccccc1,1
CC(=O)OCOC(=O)CN(c1cc2oc(cc2cc1OCCOc1cc(C)ccc1N(CC(=O)OCOC(=O)C)CC(=O)OCOC(=O)C)c1ncc(o1)C(=O)OCOC(=O)C)CC(=O)OCOC(=O)C,1
CC(=O)OCOC(=O)CN(c1ccc(cc1OCCOc1cc(C)ccc1N(CC(=O)OCOC(=O)C)CC(=O)OCOC(=O)C)c1[nH]c2c(c1)ccc(c2)C(=O)OCOC(=O)C)CC(=O)OCOC(=O)C,1
C=CC[C@@H]1/C=C(\C)/C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@@H](C[C@@H]2OC)C)C(=O)C(=O)N2[C@H](C(=O)O[C@@H]([C@@H]([C@H](CC1=O)O)C)/C(=C/[C@@H]1CC[C@H]([C@@H](C1)OC)O)/C)CCCC2,1
COC[C@@H]([C@@H]([C@@H](C(=O)NCC[C@@H](c1occ(n1)/C=C/C[C@@H]1O[C@]2(C[C@H]([C@@H]1C)O)O[C@@H]([C@@H](C2(C)C)OP(=O)(O)O)[C@H](C[C@@H]([C@@H]([C@@H]([C@@H](/C=C(/C(=C/C=C/C(=C\C#N)/C)/C)\C)C)O)C)O)OC)C)O)O)N(C)C,1
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@H]([C@@H](O2)C)O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C[C@H](C(=O)[C@@H]([C@H]([C@@]1(C)O)O)C)C)(C)OC,1
CO[C@H]1/C=C/O[C@]2(C)Oc3c(C2=O)c2c(O)c(/C=N/N4CCN(CC4)C)c(c(c2c(c3C)O)O)NC(=O)/C(=C\C=C\[C@@H]([C@@H]([C@H]([C@H]([C@H]([C@@H]([C@@H]1C)OC(=O)C)C)O)C)O)C)/C,1
CC(C[C@H]1NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](NC(=O)/C=C\c2c(OCOC1=O)cccc2)Cc1ccc(cc1)O)Cc1ccccc1)C,1
CO/N=C\1/C[C@]2(C[C@@H]3C[C@H](O2)C/C=C(\C)/C[C@@H](C)/C=C/C=C\2/[C@@]4([C@H](C(=O)O3)C=C(C)[C@H]([C@@H]4OC2)O)O)O[C@@H]([C@H]1C)/C(=C/C(C)C)/C,1
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@@H]([C@](C2)(C)OC)O)[C@H](C)[C@@H](O[C@H]2O[C@@H](C)C[C@H]([C@@H]2O)N(C)C)[C@](C[C@H](C(=O)[C@@H]([C@H]([C@]1(C)O)O)C)C)(C)O,1
COc1cc2c(cc1O)CCN[C@]12CS[C@H]2c3c(OC(=O)C)c(C)c4c(c3[C@H](COC1=O)N1[C@H]2[C@@H]2N([C@H]([C@@H]1O)Cc1c2c(O)c(c(c1)C)OC)C)OCO4,1
CC(=O)O[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@H]([C@@H]([C@H]2O)O)O)[C@H](OC(=O)[C@H]2CC[C@@H]3[C@@H](C2)O[C@@]2([C@]43CO4)OC[C@H]([C@H](C2)OC(=O)/C=C/c2ccccc2)C)O[C@@H]([C@H]1O)C,1
OCC(=O)[C@@]1(O)C[C@H](O[C@H]2C[C@H](O)[C@@H]([C@@H](O2)C)O)c2c(C1)c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2OC,1
COc1cccc2c1C(=O)c1c(O)c3[C@@H](O[C@H]4C[C@H](N)[C@@H]([C@@H](O4)C)O)C[C@](Cc3c(c1C2=O)O)(O)/C(=N/NC(=O)c1ccccc1)/C,1
O[C@H](CN1CCN(C[C@H]1C(=O)NC(C)(C)C)Cc1cccnc1)C[C@H](C(=O)N[C@@H]1[C@H](O)Cc2c1cccc2)Cc1ccc(cc1)O,1
OCC(=O)[C@@]1(O)C[C@H](O[C@H]2C[C@H](N)[C@@H]([C@@H](O2)C)I)c2c(C1)c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2OC,1
COc1cccc2c1C(=O)c1c(C2=O)c(O)c2c(c1O)[C@@H](O[C@H]1C[C@H](N)[C@@H]([C@@H](O1)C)O)C[C@](C2)(O)C(=O)C,1
OCC(=O)[C@@]1(O)C[C@H](O[C@@H]2C[C@@H](N)C[C@H](O2)C)c2c(C1)c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2OC,1
O[C@H](CN1CCN(C[C@H]1C(=O)NC(C)(C)C)Cc1cccnc1)C[C@H](C(=O)N[C@@H]1[C@H](O)[C@@H](c2c1cccc2)O)Cc1ccccc1,1
COc1cccc2c1C(=O)c1c(C2=O)c(O)c2c(c1O)[C@@H](O[C@@H]1O[C@@H](C)[C@H]([C@H](C1)NC(=O)C)O)C[C@](C2)(O)C(=O)C,1
COc1cccc2c1C(=O)c1c(C2=O)c(O)c2c(c1O)[C@@H](O[C@H]1C[C@H](O)[C@@H]([C@@H](O1)C)N)C[C@](C2)(O)C(=O)C,1
O[C@@H](C[C@H](C(=O)N[C@@H]1[C@H](O)Cc2c1cccc2)Cc1ccccc1)CN1CCN(C[C@H]1C(=O)NC(C)(C)C)Cc1cc2c(o1)cccc2,1
Oc1ccc(cc1)C[C@@H]1NC(=O)/C=C\c2ccccc2OC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](NC1=O)C)Cc1ccccc1,1
O[C@@H](C[C@H](C(=O)N[C@@H]1[C@H](O)Cc2c1cccc2)Cc1ccccc1)CN1CCNC[C@H]1C(=O)NC(C)(C)C,1
CC(C[C@H]1NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](NC(=O)[C@@H](NC(=O)OCOC1=O)Cc1ccc(cc1)O)C)Cc1ccccc1)C,1
O=C(c1ccccc1c1ccccc1C(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1)C=P(c1ccccc1)(c1ccccc1)c1ccccc1,1
OC[C@H]([C@@]1(O)C[C@H](O[C@H]2C[C@H](N)[C@@H]([C@@H](O2)C)O)c2c(C1)c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2OC)O,1
NCCCC[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)OC)CSC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)C)CC(=O)O)Cc1c[nH]c2c1cccc2)Cc1ccccc1)C(C)C)NC(=O)[C@@H]([C@@H](CC)C)NC(=O)[C@H]([C@H](CC)C)NC(=O)[C@H](Cc1ccc(cc1)O)N,1
O[C@@H](C[C@H](C(=O)N[C@H]1c2ccccc2[C@H]([C@H]1O)O)Cc1ccccc1)CN1CCNC[C@H]1C(=O)NC(C)(C)C,1
Cc1onc(n1)c1c(F)cccc1c1ccc(c(c1)F)[C@H](NC(=O)C1(CC1)NC(=O)C(F)(F)F)C,1
CC[C@H]1CN2CCc3c([C@@H]2C[C@@H]1C[C@H]1NCCc2c1cc(OC)c(c2)OC)cc(c(c3)OC)OC,1
O=C(C(F)(F)F)NC1(CC1)C(=O)N[C@@H](c1ccc(cc1F)c1cccc(c1c1nnnn1C)F)C,1
CO[C@@H]1C[C@](C)(O)Cc2c1c(O)c1c(c2)C(=O)c2c(C1=O)c(O)cc1c2O[C@H]2O[C@]1(C)[C@@H]([C@H]([C@@H]2O)N(C)C)O,1
COc1ccc2c(n1)c(Nc1cc(CN3CCCC3)c(c(c1)CN1CCCC1)O)c1c(n2)cc(cc1)Cl,1
COc1cc(cc(c1O)OC)[C@H]1[C@H]2C(=O)OC[C@H]2[C@@H](c2c1cc1OCOc1c2)O[C@@H]1O[C@@H]2CO[C@H](O[C@@H]2[C@@H]([C@H]1O)O)c1cccs1,1
COC(=O)c1c(F)cccc1c1ccc(c(c1)F)CNC(=O)C1(CC1)NC(=O)C(C(F)(F)F)(F)F,1
CC[C@H]1CN2CCc3c([C@@H]2C[C@@H]1C[C@H]1NCCc2c1cc(OC)c(c2)O)cc(c(c3)OC)OC,1
CC(C[C@@H]([C@H](CC(=O)N[C@H](C(=O)N[C@H]([C@H](CC(=O)O)O)CC(C)C)C)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)NC(=O)CC(C)C)C,1
O[C@H]1[C@@H](N)C[C@@H](O[C@H]1C)O[C@H]1C[C@@](O)(Cc2c1c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2)[C@@H](O)C,1
COC(=O)c1c(F)cccc1c1ccc(c(c1)F)[C@H](NC(=O)C1(CC1)NC(=O)CC(F)(F)F)C,1
Cn1nnc(n1)c1c(Cl)cccc1c1ccc(c(c1)F)[C@H](NC(=O)C1(CC1)NC(=O)C(F)(F)F)C,1
NC(=O)C[C@@H](C(=O)N[C@H]([C@@H](CN1C[C@@H]2CCCC[C@@H]2C[C@H]1C(=O)NC(C)(C)C)O)Cc1ccccc1)NC(=O)c1ccc2c(n1)cccc2,1
O=C1OC[C@]23C[C@H](O)C(=C[C@H]2O[C@H]2[C@@]4([C@]3(C)[C@H](OC(=O)/C=C/C=C/[C@@H](OC[C@@H]([C@@H](C1)C)O)[C@H](O)C)C2)CO4)C,1
O[C@@H]([C@@H](NC(=O)c1cccc(c1C)O)CSc1ccccc1)CN1C[C@@H]2CCCC[C@@H]2C[C@H]1C(=O)NC(C)(C)C,1
COC(=O)[C@@]12OC[C@]34[C@@H]2[C@@H](OC(=O)/C=C(/C(C)C)\C)C(=O)O[C@@H]4C[C@H]2[C@]([C@@H]3[C@H]([C@@H]1O)O)(C)CC(=O)C(=C2C)O,1
CCCCC/C(=C/CC(=O)O[C@H]1C(=O)O[C@H]2[C@@]34[C@H]1C(=C)[C@@H](O)[C@]([C@H]4[C@@]1([C@@H](C2)C(=C(C(=O)C1)O)C)C)(OC3)O)/C,1
C[C@H](c1ccc(cc1F)c1cccc(c1C(F)(F)F)F)NC(=O)C1(CC1)NC(=O)C(F)(F)F,1
COc1ccc2-c3c(CC[C@@H](c2cc1=O)N(Cc1ccc(cc1)O)C)cc(c(c3OC)OC)OC,1
COC(=O)c1c(F)cccc1c1ccc(c(c1)F)[C@H](NC(=O)C1(CC1)NC(=O)C(F)F)C,1
COC(=O)c1c(F)cccc1c1ccc(c(c1)F)CNC(=O)C1(CC1)NC(=O)C(F)(F)F,1
COc1ccc2-c3c(CC[C@@H](c2cc1=O)NC(=O)C(F)(F)F)cc(c(c3OC)OC)OC,1
C/C=C/1\NC(=O)[C@H]2CSSCC/C=C/[C@H](OC(=O)[C@@H](NC1=O)C(C)C)CC(=O)N[C@@H](C(=O)N2)C(C)C,1
O[C@@H]1CO[C@@H](C[C@@H]1O)O[C@H]1C[C@@](N)(Cc2c1c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2)[C@H](O)C,1
CCCOC(=O)N[C@H]1CCc2c(-c3c1cc(=O)c(cc3)OC)c(OC)c(c(c2)OC)OC,1
Clc1ccc(cc1)C1=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(c(c2)S(=O)(=O)C(F)(F)F)N[C@@H](CSc2ccccc2)CCN2CCOCC2)CC(CC1)(C)C,1
CN1CCN(CC1)C(=O)N[C@H](C(=O)C[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1)Cc1ccccc1,1
CCOC(=O)c1c(Cl)cccc1c1ccc(c(c1)F)[C@H](NC(=O)C1(CC1)NC(=O)C(F)(F)F)C,1
CO[C@@H]1C[C@H](C)[C@@H](OC)C2=CC(=O)C=C(C2=O)NC(=O)/C(=C/C=C\[C@H]([C@@H](/C(=C/[C@H]([C@@H]1O)C)/C)OC(=O)N)C)/C,1
COC(=O)c1ccccc1c1ccc(c(c1)F)[C@H](NC(=O)C1(CC1)NC(=O)C(F)(F)F)C,1
COc1ccc2c(c1)nc1c(c2NCCCCCCNc2c3ccccc3nc3c2ccc(c3)OC)cccc1,1
OCCN(c1nc(N2CCCCC2)c2c(n1)c(nc(n2)N(CCO)CCO)N1CCCCC1)CCO,1
CN1CCN(CC1)Cc1ccc(cc1)C(=O)Nc1ccc(c(c1)Nc1nccc(n1)c1cccnc1)C,1
COC(=O)c1c(F)cccc1c1ccc(c(c1)F)CNC(=O)C1(CC1)NC(=O)C(F)F,1
COCC(=O)O[C@@H]1Cc2cc(F)ccc2[C@@H]([C@H]1CCN(CCCc1nc2c([nH]1)cccc2)C)C(C)C,1
COC(=O)c1c(F)cccc1c1ccc(c(c1)F)[C@@H](NC(=O)C1(CC1)NC(=O)C)C,1
Cc1ncn(c1)c1cc(NC(=O)c2ccc(c(c2)Nc2nccc(n2)c2cccnc2)C)cc(c1)C(F)(F)F,1
O=C([C@@H](NC(=O)N1CCNCC1)Cc1ccccc1)C[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1,1
O=C(N[C@H]([C@H](C[C@H](Cc1ccccc1)NC(=O)[C@@H](N1CCCNC1=O)C(C)C)O)Cc1ccccc1)COc1c(C)cccc1C,1
CCNc1cc2oc3-c(c(c2cc1C)c1cccc(c1)C(=O)OCCCCCCCCCCC1=CC(=O)C(=C(C1=O)C)C)cc(/c(=N\CC)/c3)C,1
COc1c(OC)cc2c(-c3ccc(c(=O)cc3[C@H](CC2)NC(=O)C)OC)c1OC,1
O=C([C@@H](NC(=O)N1CCOCC1)Cc1ccccc1)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1,1
CCn1nc(cc1[C@@H]1CCN(CC1)C[C@H]1C[C@@H](C[C@@H]1c1cccc(c1)F)N([C@@H](C(=O)O)C(C)C)C)Cc1ccccc1,1
Cc1nc(C)cc(c1)c1c(F)cc2c(c1F)n(cc1-c2nn(c1=O)[C@@H]1CC[C@@H](CC1)N(C)C)C1CC1,1
Oc1ccc2c(c1)c(C)c(n2Cc1ccc(cc1)OCCN1CCCCCC1)c1ccc(cc1)O,1
OC[C@H](CN[C@@H]1[C@H]2COC(=O)[C@@H]2[C@H](c2c1cc1OCOc1c2)c1cc(OC)c(c(c1)OC)OC)O,1
CS(=O)(=O)N1CCN(CC1)Cc1cc2c(s1)c(nc(n2)c1cccc2c1cn[nH]2)N1CCOCC1,1
CCCCN1[C@@H]2CC[C@H]1C[C@H](C2)OC(c1ccc(cc1)F)c1ccc(cc1)F,1
CCCC(=O)N[C@H]1CCc2c(-c3c1cc(=O)c(cc3)SC)c(OC)c(c(c2)O)OC,1
Cn1c(nc(c1c1ccnc(c1)N[C@H](c1ccccc1)C)c1cccc(c1)C(F)(F)F)C1CCNCC1,1
Fc1ccc(cc1)C(c1ccc(cc1)F)CCCN1CCC(CC1)n1c(=O)[nH]c2c1cccc2,1
Cc1ccc(cc1)/C(=C\CN1CCCC1)/c1cccc(n1)/C=C/C(=O)N1CCOCC1,1
COc1ccc2-c3c(CC[C@@H](c2cc1=O)NC(=O)C)cc(c(c3OC)OC)O,1
NC[C@H]1CCC[C@H](C1)CNC(=O)[C@@H]([C@H](C1=CCc2c1cccc2)C)NC(=O)N1CCN(CC1)n1c(=O)[nH]c2c1cccc2,1
CCOC(=O)c1ccccc1c1c2-c(oc3c1cc(C)c(c3)NCC)c/c(=N\CC)/c(c2)C,1
